patient,0.0163218501386
product,0.0259495142462
result,0.00413068288995
system,0.0225769989776
potential,0.00107409438063
device,0.000669838855631
incorrect,0.00540645418355
results,0.000881816771481
software,0.17217735158
recall,0.00914632828168
cause,0.00403687331515
used,0.00222054153799
failure,0.00214027556171
firm,0.000990260497533
initiated,0.000325155081995
labeled,0.0193884764872
error,0.0210009109627
sterility,0.0171973249438
issue,0.013953617403
lead,0.00287962144997
certain,0.00491669595166
lots,0.00911231558698
resulting,3.87441958204e-05
received,0.00082754604064
power,0.0117882340949
test,0.00100606265604
systems,0.00241651781723
contain,0.00572291290197
number,0.00202490502382
become,0.000175894496669
package,0.0167584007863
user,0.010737902008
pump,0.00072810803859
incorrectly,1.36276141516e-07
using,0.00486950787216
medical,7.97362173629e-06
packaging,0.0135034477888
affected,0.000366677549837
label,0.0272703208181
component,0.00204452877235
image,0.042387754448
control,0.000292538463954
catheter,0.00867945746719
data,0.030830474467
identified,0.00221179678983
reports,2.58915136801e-06
devices,0.00108136296656
safety,0.00700460553189
treatment,0.0166158563153
screw,0.0116655484602
surgical,0.00309334230853
compromised,0.00949694168481
date,0.000421492352797
complaints,0.00338943845581
display,0.0576994508477
battery,0.0103915232178
time,0.00522157626761
manufactured,0.00193510106452
occur,0.00774468151471
aware,0.000723565057118
labeling,0.00688967864309
risk,0.00049210521613
determined,0.000427146111078
kits,0.00852048981699
causing,0.00013281357665
mislabeled,0.0105568941103
products,0.00457645636153
sterile,0.0114685972705
monitor,0.0131170169063
loss,0.00507926033759
potentially,8.54305634168e-05
reported,0.000774981688093
testing,0.00252483176361
unit,0.000209372646404
false,0.00151175998484
values,0.00435511515606
therapy,0.00879285811114
assembly,0.00100948947882
field,0.00440003095154
found,0.000805115091
model,0.000420193147922
reagent,0.00193514375688
possible,0.000193868105047
properly,0.000329214546577
delay,0.00514723328863
table,8.61538373372e-05
information,0.00144082656666
size,0.0032949994637
associated,0.00196871834803
dose,0.0185290313671
inaccurate,0.00203140924314
fail,0.0035803011644
break,0.00606439734844
tube,0.00224214199144
units,5.69220430764e-05
expiration,0.00473405038976
report,0.00374177295503
injury,0.000514688081627
internal,2.81049689705e-05
position,0.00140145311017
high,1.58089304157e-07
sample,6.09865527205e-05
images,0.0246031453067
displayed,0.0267051485772
healthcare,0.00438502803361
instead,0.000227030402012
patients,0.000161659860038
